icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,api_time,ingestion_time,region,speed_kmh,baro_altitude_ft,geo_altitude_ft,altitude_band
760993,PIA305,Pakistan,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,72.2178,29.9305,10988.04,False,223.42,215.63,0.0,,11582.4,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,804.312,36050.0011536,38000.001216,"10,000-12,000 m"
7822dd,CCA425,China,2026-05-25 12:24:09+00:00,2026-05-25 12:26:13+00:00,88.5139,21.1673,9753.6,False,231.28,249.83,0.0,,10378.44,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,832.6080000000001,32000.001024,34050.0010896,"5,000-10,000 m"
702f06,BS2,Bangladesh,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,90.399,23.8522,,True,2.57,95.62,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,9.251999999999999,,,
70c124,OMA318,Oman,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,73.4667,23.1141,10355.58,False,250.41,266.82,-0.33,,11033.76,4726,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,901.476,33975.0010872,36200.0011584,"10,000-12,000 m"
ac6213,N89727,United States,2026-05-25 12:28:53+00:00,2026-05-25 12:28:53+00:00,82.8035,33.2084,,True,5.4,2.81,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,19.44,,,
7609f1,FJL514,Pakistan,2026-05-25 12:26:28+00:00,2026-05-25 12:26:28+00:00,71.7408,29.5413,11590.02,False,223.78,228.54,0.33,,12230.1,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,805.6080000000001,38025.0012168,40125.001284,"10,000-12,000 m"
780a27,HKC9458,China,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,84.6867,25.8208,11887.2,False,254.32,106.09,0.0,,12672.06,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,915.552,39000.001248,41575.001330399995,"10,000-12,000 m"
800756,IGO313K,India,2026-05-25 12:28:24+00:00,2026-05-25 12:28:29+00:00,77.1181,28.5659,,True,0.26,281.25,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,0.936,,,
7609b6,PIA739,Pakistan,2026-05-25 12:28:48+00:00,2026-05-25 12:28:48+00:00,71.3198,29.8061,3406.14,False,169.51,213.11,4.55,,3535.68,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,610.236,11175.0003576,11600.0003712,"0-5,000 m"
4bb152,THY6229,Turkey,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,96.806,17.139,11277.6,False,238.21,90.74,0.0,,12039.6,5020,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,857.556,37000.001184,39500.001264,"10,000-12,000 m"
896485,ABY426,United Arab Emirates,2026-05-25 12:28:38+00:00,2026-05-25 12:28:38+00:00,74.826,11.4179,11231.88,False,235.02,129.4,-4.88,,11986.26,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,846.072,36850.0011792,39325.0012584,"10,000-12,000 m"
89660d,FDB523,United Arab Emirates,2026-05-25 12:29:52+00:00,2026-05-25 12:29:54+00:00,73.4676,23.8728,10668.0,False,250.7,94.24,0.0,,11346.18,6215,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,902.52,35000.00112,37225.0011912,"10,000-12,000 m"
89660c,FDB1595,United Arab Emirates,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,81.9347,27.0713,11277.6,False,260.45,95.44,0.0,,11925.3,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,937.62,37000.001184,39125.001251999995,"10,000-12,000 m"
7335b1,IRM081,Islamic Republic of Iran,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,85.4915,25.6077,11277.6,False,263.38,106.45,0.0,,11971.02,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,948.168,37000.001184,39275.0012568,"10,000-12,000 m"
781ec1,CSC9651,China,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,79.1301,28.1248,7490.46,False,182.94,332.35,-9.43,,7833.36,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,658.5840000000001,24575.0007864,25700.000822399998,"5,000-10,000 m"
8832d4,TLM245,Thailand,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,78.0848,27.8749,8420.1,False,261.08,118.74,6.5,,8862.06,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,939.8879999999999,27625.000884,29075.000930399998,"5,000-10,000 m"
7813bd,CSN6037,China,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,89.6871,24.3152,10972.8,False,244.39,277.5,0.33,,11673.84,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,879.804,36000.001152,38300.0012256,"10,000-12,000 m"
882e62,KMI261,Thailand,2026-05-25 12:28:49+00:00,2026-05-25 12:28:49+00:00,91.1845,21.9009,11887.2,False,228.83,104.32,0.0,,12656.82,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,823.788,39000.001248,41525.0013288,"10,000-12,000 m"
8966bd,ETD400,United Arab Emirates,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,70.7568,22.9498,10066.02,False,242.08,75.23,0.0,,10713.72,3412,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,871.488,33025.0010568,35150.0011248,"10,000-12,000 m"
8966b0,FJL871,United Arab Emirates,2026-05-25 12:29:40+00:00,2026-05-25 12:29:40+00:00,71.4188,30.1981,,True,6.69,2.81,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,24.084000000000003,,,
8966ab,ETD3ZF,United Arab Emirates,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,72.1513,22.9841,10058.4,False,240.81,86.08,0.33,,10713.72,1742,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,866.916,33000.001056,35150.0011248,"10,000-12,000 m"
760a08,SIF735,Pakistan,2026-05-25 12:26:00+00:00,2026-05-25 12:27:34+00:00,70.4967,31.9963,10668.0,False,253.15,54.18,0.33,,11209.02,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,911.34,35000.00112,36775.001176800004,"10,000-12,000 m"
8966a6,ETD414,United Arab Emirates,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,69.997,20.7049,10066.02,False,241.42,108.13,0.0,,10744.2,1703,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,869.112,33025.0010568,35250.001128,"10,000-12,000 m"
06a391,QTR8942,Qatar,2026-05-25 12:29:51+00:00,2026-05-25 12:29:56+00:00,73.3103,23.1003,10668.0,False,257.45,87.59,0.0,,11346.18,2142,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,926.8199999999999,35000.00112,37225.0011912,"10,000-12,000 m"
abd336,GTI585,United States,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,85.5491,25.4533,11887.2,False,262.73,108.26,0.0,,12618.72,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,945.8280000000001,39000.001248,41400.001324799996,"10,000-12,000 m"
49d276,SEJ163,Czech Republic,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,86.7181,25.7684,9189.72,False,257.12,73.02,-11.05,,9723.12,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,925.6320000000001,30150.000964799998,31900.001020800002,"5,000-10,000 m"
880c47,AIQ144,Thailand,2026-05-25 12:29:58+00:00,2026-05-25 12:29:58+00:00,93.4036,16.4021,10957.56,False,240.24,290.3,0.33,,11681.46,0701,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,864.864,35950.0011504,38325.001226399996,"10,000-12,000 m"
800b13,IGO519P,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,76.2582,13.7998,8138.16,False,234.91,292.13,2.6,,8618.22,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,845.676,26700.0008544,28275.0009048,"5,000-10,000 m"
800b79,VTCLF,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,77.2776,28.398,1173.48,False,116.25,5.33,-4.88,,1097.28,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,418.5,3850.0001232,3600.0001152,"0-5,000 m"
800b80,SEJ496,India,2026-05-25 12:29:40+00:00,2026-05-25 12:29:44+00:00,83.8775,26.7742,11033.76,False,218.21,271.62,7.48,,11696.7,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,785.556,36200.0011584,38375.001228,"10,000-12,000 m"
3c4588,BOX530,Germany,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,81.3825,26.9945,10668.0,False,269.07,126.21,0.0,,11262.36,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,968.652,35000.00112,36950.0011824,"10,000-12,000 m"
ab6afa,AAL293P,United States,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,75.8374,29.6635,8069.58,False,237.91,332.71,3.9,,8458.2,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,856.476,26475.0008472,27750.000888000002,"5,000-10,000 m"
800c07,AIC1ZX,India,2026-05-25 12:28:59+00:00,2026-05-25 12:29:52+00:00,73.3279,22.116,9448.8,False,236.29,19.86,0.0,,10058.4,6346,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,850.644,31000.000991999997,33000.001056,"5,000-10,000 m"
800c48,AIC2GM,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,77.1393,27.6178,4922.52,False,160.18,357.24,-6.5,,5143.5,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,576.648,16150.0005168,16875.00054,"0-5,000 m"
800c11,IGO259F,India,2026-05-25 12:29:58+00:00,2026-05-25 12:29:59+00:00,75.0479,26.3836,10050.78,False,234.76,20.66,-0.33,,10660.38,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,845.136,32975.0010552,34975.001119199995,"10,000-12,000 m"
800c16,IGO697M,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,75.8649,26.6667,10782.3,False,232.53,202.37,5.2,,11422.38,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,837.1080000000001,35375.001132,37475.0011992,"10,000-12,000 m"
800c70,IGO256E,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,78.9886,28.1311,8869.68,False,198.91,294.44,-13.66,,9311.64,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,716.076,29100.0009312,30550.000977599997,"5,000-10,000 m"
800c88,AIC2337,India,2026-05-25 12:29:58+00:00,2026-05-25 12:29:59+00:00,96.5495,15.5586,11277.6,False,226.41,117.32,0.0,,12016.74,0350,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,815.076,37000.001184,39425.0012616,"10,000-12,000 m"
800c89,AIC8JK,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,90.4501,26.3871,8435.34,False,203.93,278.56,4.55,,8900.16,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,734.148,27675.0008856,29200.0009344,"5,000-10,000 m"
70afb9,RNA402,Nepal,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,88.0543,25.0424,10370.82,False,236.8,301.13,0.33,,11026.14,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,852.48,34025.001088799996,36175.001157599996,"10,000-12,000 m"
70afb7,RNA218,Nepal,2026-05-25 12:29:28+00:00,2026-05-25 12:29:31+00:00,85.2964,27.5591,2499.36,False,86.84,21.55,-9.1,,2522.22,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,312.624,8200.0002624,8275.000264799999,"0-5,000 m"
710061,SVA861,Saudi Arabia,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,82.3832,17.9482,9753.6,False,267.94,288.47,0.0,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,964.5840000000001,32000.001024,,"5,000-10,000 m"
710064,SVA758,Saudi Arabia,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,76.0389,28.1858,4655.82,False,172.13,27.79,-5.2,,4869.18,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,619.668,15275.000488799998,15975.000511200002,"0-5,000 m"
4cac16,KZR646,Ireland,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,95.4391,16.021,9144.0,False,242.54,274.5,0.0,,9753.6,5521,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,873.144,30000.00096,32000.001024,"5,000-10,000 m"
801402,IGO2614,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,82.8292,25.4685,10668.0,False,252.55,123.79,0.33,,11315.7,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,909.1800000000001,35000.00112,37125.001188,"10,000-12,000 m"
801408,AIC238,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,78.5069,28.2389,6217.92,False,193.75,301.54,-8.78,,6507.48,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,697.5,20400.0006528,21350.0006832,"5,000-10,000 m"
801410,IGO5073,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,76.7282,28.0344,4145.28,False,172.99,217.99,14.63,,4320.54,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,622.764,13600.0004352,14175.0004536,"0-5,000 m"
801411,IGO357C,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,74.8317,26.1433,9456.42,False,223.19,36.0,0.0,,10020.3,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,803.484,31025.0009928,32875.001052,"5,000-10,000 m"
800d00,IGO401V,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,83.3071,17.7246,11894.82,False,230.72,33.73,0.0,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,830.592,39025.0012488,,"10,000-12,000 m"
800d08,SEJ9471,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,82.9671,26.8542,4526.28,False,178.95,105.0,-7.8,,4716.78,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,644.22,14850.000475199999,15475.0004952,"0-5,000 m"
80142a,IGO615C,India,2026-05-25 12:23:35+00:00,2026-05-25 12:27:04+00:00,75.2315,13.5655,10675.62,False,240.27,180.74,0.0,,11338.56,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,864.9720000000001,35025.0011208,37200.0011904,"10,000-12,000 m"
801441,AIC2LA,India,2026-05-25 12:29:54+00:00,2026-05-25 12:29:54+00:00,77.0783,28.5582,,True,12.35,14.06,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,44.46,,,
801420,AIC5HA,India,2026-05-25 12:25:56+00:00,2026-05-25 12:28:12+00:00,77.0953,28.5601,,True,8.75,104.06,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,31.5,,,
801434,IGO5932,India,2026-05-25 12:29:59+00:00,2026-05-25 12:30:00+00:00,75.1099,29.4831,11224.26,False,236.57,200.76,3.58,,11826.24,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,851.652,36825.0011784,38800.001241599995,"10,000-12,000 m"
801435,AXB1249,India,2026-05-25 12:29:02+00:00,2026-05-25 12:29:52+00:00,88.0429,24.2711,7002.78,False,220.3,132.44,-10.73,,7338.06,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,793.08,22975.0007352,24075.0007704,"5,000-10,000 m"
801499,IGO65LP,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,74.0835,26.0992,10965.18,False,242.65,191.62,0.0,,11650.98,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,873.5400000000001,35975.0011512,38225.0012232,"10,000-12,000 m"
801495,AIC7RJ,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,77.6971,13.2473,11894.82,False,234.03,183.65,-0.33,,12618.72,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,842.508,39025.0012488,41400.001324799996,"10,000-12,000 m"
801460,IGO670,India,2026-05-25 12:26:51+00:00,2026-05-25 12:26:51+00:00,77.1143,28.5666,,True,4.37,106.88,,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,15.732000000000001,,,
80145d,IGO795K,India,2026-05-25 12:29:58+00:00,2026-05-25 12:29:58+00:00,80.2309,27.5758,11582.4,False,215.48,294.55,0.0,,12252.96,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,775.728,38000.001216,40200.001286399995,"10,000-12,000 m"
80145e,IGO6504,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,85.252,25.5515,10965.18,False,221.76,285.2,0.0,,11643.36,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,798.336,35975.0011512,38200.0012224,"10,000-12,000 m"
80145f,IGO6011,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,89.4444,24.5818,11269.98,False,251.78,37.36,0.0,,12001.5,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,906.408,36975.0011832,39375.00126,"10,000-12,000 m"
80148e,IGO79MA,India,2026-05-25 12:28:16+00:00,2026-05-25 12:29:34+00:00,72.6006,23.664,9372.6,False,231.09,228.61,-13.33,,11254.74,0556,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,831.924,30750.000984000002,36925.0011816,"5,000-10,000 m"
a4d266,N41GJ,United States,2026-05-25 12:29:58+00:00,2026-05-25 12:29:58+00:00,69.5988,20.8118,11879.58,False,229.27,113.4,0.0,,12664.44,6224,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,825.3720000000001,38975.0012472,41550.0013296,"10,000-12,000 m"
800bc0,IGO2416,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,80.7923,27.0429,11582.4,False,217.18,303.01,0.33,,12252.96,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,781.8480000000001,38000.001216,40200.001286399995,"10,000-12,000 m"
06a1eb,QTR8938,Qatar,2026-05-25 12:28:51+00:00,2026-05-25 12:29:04+00:00,72.3683,23.0765,10668.0,False,256.44,87.47,0.0,,11353.8,2174,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,923.184,35000.00112,37250.001191999996,"10,000-12,000 m"
800ba0,LLR515,India,2026-05-25 12:25:58+00:00,2026-05-25 12:26:00+00:00,76.3743,10.1502,114.3,False,60.21,88.53,-3.25,,99.06,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,216.756,375.00001199999997,325.0000104,"0-5,000 m"
800bb5,IGO368H,India,2026-05-25 12:29:54+00:00,2026-05-25 12:29:58+00:00,80.7191,27.4674,10363.2,False,213.89,283.07,-0.33,,10919.46,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,770.004,34000.001088000005,35825.0011464,"10,000-12,000 m"
0100a3,MSR509,Egypt,2026-05-25 12:29:54+00:00,2026-05-25 12:29:55+00:00,85.1773,23.5156,12496.8,False,252.27,74.26,0.0,,13281.66,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,908.172,41000.001312,43575.0013944,"12,000+ m"
801524,AKJ1509,India,2026-05-25 12:27:21+00:00,2026-05-25 12:27:30+00:00,84.311,18.4947,11277.6,False,235.57,51.83,0.0,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,848.052,37000.001184,,"10,000-12,000 m"
801534,AIC3VL,India,2026-05-25 12:24:47+00:00,2026-05-25 12:24:47+00:00,73.8111,21.8008,11590.02,False,236.29,199.86,0.0,,12336.78,0543,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,850.644,38025.0012168,40475.0012952,"10,000-12,000 m"
801560,IGO1722,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,82.6933,26.561,10972.8,False,224.2,293.39,0.0,,11612.88,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,807.12,36000.001152,38100.0012192,"10,000-12,000 m"
80155c,IGO542M,India,2026-05-25 12:29:58+00:00,2026-05-25 12:29:58+00:00,75.458,14.0865,10660.38,False,236.8,150.59,0.0,,11330.94,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,852.48,34975.001119199995,37175.0011896,"10,000-12,000 m"
80152c,IGO6113,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,83.4189,18.5591,11277.6,False,237.96,20.24,0.0,,,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,856.6560000000001,37000.001184,,"10,000-12,000 m"
801540,IGO713V,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,77.9135,14.2728,10972.8,False,237.82,9.46,0.0,,11673.84,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,856.152,36000.001152,38300.0012256,"10,000-12,000 m"
801547,AKJ478W,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,81.8708,26.735,9601.2,False,201.17,238.38,5.53,,10111.74,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,724.212,31500.001008000003,33175.0010616,"5,000-10,000 m"
80152f,IGO6072,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,77.0466,12.6928,10370.82,False,232.6,26.11,5.53,,11003.28,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,837.36,34025.001088799996,36100.0011552,"10,000-12,000 m"
801549,AKJ907U,India,2026-05-25 12:27:43+00:00,2026-05-25 12:29:23+00:00,75.6288,26.0665,9144.0,False,236.78,203.84,0.0,,9685.02,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,852.408,30000.00096,31775.0010168,"5,000-10,000 m"
801551,IGO45MA,India,2026-05-25 12:30:00+00:00,2026-05-25 12:30:00+00:00,77.3867,28.4812,1630.68,False,114.05,54.73,-5.53,,1600.2,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,410.58,5350.0001712,5250.0001680000005,"0-5,000 m"
80158b,AIC7RL,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,70.9281,22.877,5257.8,False,204.81,45.51,12.68,,5532.12,6565,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,737.316,17250.000552,18150.0005808,"5,000-10,000 m"
801590,AXB1523,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,79.3227,27.8906,10698.48,False,207.17,303.45,-5.2,,11300.46,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,745.812,35100.001123199996,37075.0011864,"10,000-12,000 m"
680001,DRK546,Bhutan,2026-05-25 12:27:04+00:00,2026-05-25 12:27:04+00:00,92.0832,24.6376,10599.42,False,197.5,161.94,7.48,,9364.98,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,711.0,34775.0011128,30725.0009832,"10,000-12,000 m"
800ce0,IGO9057,India,2026-05-25 12:29:43+00:00,2026-05-25 12:29:43+00:00,77.8875,13.1881,1691.64,False,100.84,270.58,-2.93,,1760.22,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,363.024,5550.0001776,5775.0001848,"0-5,000 m"
68000c,DRK130,Bhutan,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,90.5964,22.1571,11292.84,False,230.19,147.41,0.0,,12031.98,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,828.684,37050.0011856,39475.0012632,"10,000-12,000 m"
8013b2,AIC2356,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,80.4852,27.1021,10980.42,False,227.21,308.84,0.33,,11605.26,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,817.956,36025.0011528,38075.0012184,"10,000-12,000 m"
8013b1,AIC5QM,India,2026-05-25 12:29:36+00:00,2026-05-25 12:29:57+00:00,74.0347,22.377,11590.02,False,237.6,200.0,0.0,,12321.54,0515,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,855.36,38025.0012168,40425.001293600006,"10,000-12,000 m"
800cc9,AXB1543,India,2026-05-25 12:27:54+00:00,2026-05-25 12:27:54+00:00,78.0971,13.4076,4053.84,False,135.74,170.18,-5.85,,4328.16,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,488.66400000000004,13300.000425600001,14200.0004544,"0-5,000 m"
800cc8,AIC5DT,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,76.1142,27.0342,8229.6,False,265.2,203.43,3.9,,8686.8,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,954.72,27000.000864,28500.000911999996,"5,000-10,000 m"
8013fe,AIC6QN,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,78.7438,28.2361,7178.04,False,176.71,293.51,-8.78,,7513.32,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,636.1560000000001,23550.0007536,24650.0007888,"5,000-10,000 m"
8013e5,IGO796V,India,2026-05-25 12:29:59+00:00,2026-05-25 12:29:59+00:00,76.8292,27.9837,5829.3,False,204.49,182.88,8.13,,6103.62,,False,0,2026-05-25 12:30:00+00:00,2026-05-25 12:30:06.032957+00:00,India,736.1640000000001,19125.000612,20025.0006408,"5,000-10,000 m"
